text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
It looks pretty good. I think I'll take it.,happiness,1179,4,0,inform,It looks pretty good. I think I will take it.,happiness,happiness,8,False
Stones? I know many people collecting coins and stamps but stones?,excitement,751,4,0,question,Stones? I know many people collecting coins and stamps but stones? and it's affecting me deeply,surprise,excitement,10,True
There will be a parents' meeting in our class this Saturday and I am worried about it.,depression,440,1,1,inform,There will be a parents' meeting in our class this Saturday and I am worried about it.,sadness,depression,0,False
"Yes, it is. Are you here on business?",happiness,1205,1,1,question,"Yes, it is. Are you here on business?",happiness,happiness,8,False
You have to pay a fine.,calm_neutral,2372,5,0,inform,You have to pay a fine.,no emotion,calm_neutral,11,False
I'm really sick of you.,anger,791,8,1,inform,I am really sick of you.,disgust,anger,3,False
They soud like the neighbours from hell!,anger,127,7,1,inform,They soud like the neighbours from hell!,anger,anger,3,False
"No, you haven’t. You just don’t care about me. You’re an indifferent wife",anger,2013,8,0,commissive,"No, you have not. You just do not care about me. You are an indifferent wife",anger,anger,3,False
You can't be serious. How dare you not tell me you are going to marry her?,anger,1911,8,1,question,You cannot be serious. How dare you not tell me you are going to marry her?,anger,anger,3,False
I just watched a movie and I'm scared.,anxiety,1649,3,0,inform,I just watched a movie and I am scared.,fear,anxiety,1,False
"It’s awful, isn’t it?",anger,491,4,1,inform,"It is awful, is not it?",disgust,anger,3,False
Why not? it's so cool.,calm_neutral,2479,8,1,inform,Why not? it is so cool.,no emotion,calm_neutral,11,False
Really? I’m surprised.,excitement,1347,7,1,inform,Really? I am surprised.,surprise,excitement,10,False
Look! The iron is still on.,excitement,2519,2,0,inform,Look! The iron is still on.,surprise,excitement,10,False
"Oh, Tom! They sound fantastic. I really like all those things.",happiness,2304,3,1,inform,"Oh, Tom! They sound fantastic. I really like all those things.",happiness,happiness,8,False
Have you graduated from college?,calm_neutral,2346,3,1,question,Have you graduated from college?,no emotion,calm_neutral,11,False
"Wow, it all looks so good. I’m not sure what to choose.",happiness,702,0,1,inform,"Wow, it all looks so good. I am not sure what to choose.",happiness,happiness,8,False
Oh I don't know. Titanic?,calm_neutral,1274,3,1,question,Oh I do not know. Titanic?,no emotion,calm_neutral,11,False
"No, I’m afraid not.",depression,1499,3,1,inform,"I really feel no, i am afraid not.",sadness,depression,0,True
Great. I look forward to meeting you.,happiness,956,5,0,commissive,Great. I look forward to meeting you.,happiness,happiness,8,False
Are you kidding me? How could he behave like that?,excitement,2451,10,0,directive,Are you kidding me? How could he behave like that?,surprise,excitement,10,False
That's amazing! Really? How could it change so much in two days?,excitement,701,15,0,inform,That is amazing! Really? How could it change so much in two days?,surprise,excitement,10,False
Forget it! It was a bitter pill for me to swallow.,anger,94,3,1,inform,Forget it! It was a bitter pill for me to swallow.,anger,anger,3,False
You want to be a politician? Yuck.,excitement,1827,3,1,question,You want to be a politician? Yuck.,surprise,excitement,10,False
Excuse me! I don't have time to waste. I've been here almost one full hour!,anger,732,0,1,inform,Excuse me! I do not have time to waste. I have been here almost one full hour!,anger,anger,3,False
I don't know. But this is definitely the last straw.,depression,1970,8,0,inform,I do not know. But this is definitely the last straw.,sadness,depression,0,False
This is really exciting movie. Lets go to this one.,happiness,2141,12,0,inform,This is really exciting movie. Let Us go to this one.,happiness,happiness,8,False
You didn't have to do that!,excitement,2520,3,0,inform,You did not have to do that!,surprise,excitement,10,False
Is this your luggage?,calm_neutral,1885,8,0,question,Is this your luggage?,no emotion,calm_neutral,11,False
Perhaps. I'm dead tired.,depression,683,4,0,inform,Perhaps. I am dead tired.,sadness,depression,0,False
"I didn't do well in last exams. If my father knows it, he will beat me up.",depression,440,3,1,inform,"I did not do well in last exams. If my father knows it, he will beat me up.",sadness,depression,0,False
"OK, sue, I will just go in get her.",calm_neutral,2196,4,0,commissive,"OK, sue, I will just go in get her.",no emotion,calm_neutral,11,True
This is a pity!,depression,2329,6,0,inform,I really feel this is a pity!,sadness,depression,0,True
"By American express, if that's ok.",calm_neutral,2023,4,0,inform,"By American express, if that is ok.",no emotion,calm_neutral,11,False
I've got some great news for you!,happiness,495,0,0,directive,I have got some great news for you!,happiness,happiness,8,False
"Sorry, I am not sure, can I take a message?",depression,2082,4,1,directive,"Sorry, I am not sure, can I take a message?",sadness,depression,0,False
Umm I know. This is terrible. What can we do? This snow doesn't stop falling!,anger,788,2,0,question,Umm I know. This is terrible. What can we do? This snow does not stop falling!,anger,anger,3,False
I won't be paying you for this.,anger,762,10,1,inform,I will not be paying you for this.,anger,anger,3,False
And not expensive either.,calm_neutral,2095,4,1,inform,And not expensive either.. This has been going on for a while,no emotion,calm_neutral,11,True
Probably not. Doing that will probably take another three hours which I can't afford now.,depression,750,8,0,inform,Probably not. Doing that will probably take another three hours which I cannot afford now.,sadness,depression,0,False
Here's fifteen Yuan.,calm_neutral,1726,5,1,inform,Here is fifteen Yuan.,no emotion,calm_neutral,11,False
What's that?,happiness,2490,1,1,question,What is that?,happiness,happiness,8,False
"I cannot dance, you know. I haven't such a talent.",calm_neutral,2405,1,1,commissive,"I cannot dance, you know. I have not such a talent.",no emotion,calm_neutral,11,False
It gives me a lot of pressure and I feel depressed.,depression,458,13,1,inform,It gives me a lot of pressure and I feel depressed.,sadness,depression,0,False
That's true.,calm_neutral,661,10,1,inform,That is true.,no emotion,calm_neutral,11,False
I really hope that you didn't expect me to pay you for this.,anger,1520,10,1,directive,I really hope that you did not expect me to pay you for this.,anger,anger,3,False
"And she's good at sports, too. She knows how to play tennis and basketball.",happiness,369,5,0,inform,"And she is good at sports, too. She knows how to play tennis and basketball.",happiness,happiness,8,False
Curse the worst oven in the world.,anger,1000,5,1,inform,Curse the worst oven in the world.,anger,anger,3,False
"I decided to put him up while he's here, big mistake!",anger,1967,5,1,inform,"I decided to put him up while he is here, big mistake!",disgust,anger,3,False
"Oh, thanks a lot.",happiness,1736,15,1,commissive,"Oh, thanks a lot.",happiness,happiness,8,False
But she did and made me disappointed.,depression,2030,5,0,inform,But she did and made me disappointed. and it's affecting me deeply,sadness,depression,0,True
Tired and stressed. This wedding is giving me a headache.,depression,658,1,1,inform,Tired and stressed. This wedding is giving me a headache.,sadness,depression,0,True
"Just follow the foot movements. Brush left, brush right... yeah! That's it!",calm_neutral,932,2,0,directive,"Lately, just follow the foot movements. brush left, brush right... yeah! that is it!",no emotion,calm_neutral,11,True
I'm not keen on dessert as a habit. They are fattening.,calm_neutral,2495,7,0,commissive,I am not keen on dessert as a habit. They are fattening.,no emotion,calm_neutral,11,False
Not really. I thought it was disappointing.,anger,2294,4,1,inform,Not really. I thought it was disappointing.,disgust,anger,3,False
"Oh, gosh! I have to go to the restroom so bad! I can't bear it anymore!",anger,732,4,1,inform,"Oh, gosh! I have to go to the restroom so bad! I cannot bear it anymore!",anger,anger,3,False
What are you doing tomorrow?,calm_neutral,1115,0,1,question,What are you doing tomorrow?. This has been going on for a while,no emotion,calm_neutral,11,True
Have you made the decision yet?,depression,1936,13,0,question,Have you made the decision yet? and it's affecting me deeply,sadness,depression,0,True
We’re in the same boat! I’ve eaten fast food the whole week. I hate it now.,anger,1910,5,0,inform,We are in the same boat! I have eaten fast food the whole week. I hate it now.,anger,anger,3,False
It's definitely your size.,happiness,1556,1,0,inform,It is definitely your size.,happiness,happiness,8,False
"Hints are really important when you're solving puzzles. If you give me some hints about playing that PS two game, I’ll show you how to solve the Rubik's cube.",calm_neutral,605,8,0,directive,"Hints are really important when you are solving puzzles. If you give me some hints about playing that PS two game, I will show you how to solve the Rubik's cube.",no emotion,calm_neutral,11,False
"Yes, I took my temperature last night. It was one hundred two degrees. But right now I feel my fever is up to one hundred three degrees.",depression,1811,9,1,inform,"Yes, I took my temperature last night. It was one hundred two degrees. But right now I feel my fever is up to one hundred three degrees.",sadness,depression,0,False
"Yes, and please be more careful in the future!",anger,756,8,0,inform,"Yes, and please be more careful in the future!",anger,anger,3,False
"To be honest, it was horrible! My manager is such a pain in the neck!",anger,269,3,1,inform,"Lately, to be honest, it was horrible! my manager is such a pain in the neck!",anger,anger,3,True
"That's bad! I've been trying to call him for the last ten minutes, but your line has been busy. Will he be back soon?",depression,163,3,0,question,"That is bad! I have been trying to call him for the last ten minutes, but your line has been busy. Will he be back soon?",sadness,depression,0,False
"No, thank you.",calm_neutral,329,11,0,inform,"No, thank you.",no emotion,calm_neutral,11,True
"See, now something good has happened to you on a bus trip!",happiness,1262,14,0,inform,"See, now something good has happened to you on a bus trip!",happiness,happiness,8,False
This one is the same size and color. But the design is different.,calm_neutral,857,5,0,inform,This one is the same size and color. But the design is different.,no emotion,calm_neutral,11,False
I am sorry. Mr. Doff is out right now.,depression,54,2,1,commissive,I am sorry. Mr. Doff is out right now.,sadness,depression,0,False
"Oh, well, would you look at that! Polarizing filters.",happiness,997,16,0,directive,"Oh, well, would you look at that! Polarizing filters.",happiness,happiness,8,False
The price tag says ninety nine-ninety nine dollars.,excitement,1679,2,1,question,"Honestly, The price tag says ninety nine-ninety nine dollars.",surprise,excitement,10,True
We have an appointment in half an hour.,excitement,1257,3,0,commissive,We have an appointment in half an hour.,surprise,excitement,10,False
Yes. That would be nice. When do you want to go?,happiness,2204,1,1,question,Yes. That would be nice. When do you want to go?,happiness,happiness,8,True
"I trust your judgement. Thank you, Quinn. I'll be back tomorrow with a new set. Bye for now.",calm_neutral,652,8,1,commissive,"I trust your judgement. Thank you, Quinn. I will be back tomorrow with a new set. Bye for now.",no emotion,calm_neutral,11,False
"And if we don't need them, we won't need Zina, either.",calm_neutral,1353,5,0,inform,"And if we do not need them, we will not need Zina, either.",no emotion,calm_neutral,11,False
"Actually, we bought the ring together after I got the watch.",happiness,1177,7,1,inform,"Actually, we bought the ring together after I got the watch.",happiness,happiness,8,False
"I am afraid your diamond bracelet has gone, darling!",anxiety,2268,2,0,inform,"I am afraid your diamond bracelet has gone, darling!",fear,anxiety,1,False
Really? I am glad to meet you.,excitement,1713,5,1,question,Really? I am glad to meet you.,surprise,excitement,10,False
Stretching exercise after sitting a long time.,calm_neutral,450,9,0,inform,Stretching exercise after sitting a long time.,no emotion,calm_neutral,11,True
I try to keep it to myself. But there is a lot of gossip about us.,depression,458,9,1,inform,I try to keep it to myself. But there is a lot of gossip about us.,sadness,depression,0,False
Yeah. I've seen pictures of the crowds!,happiness,2532,8,0,inform,Yeah. I have seen pictures of the crowds!,happiness,happiness,8,False
"Mmmm, sounds like risky business. Good luck.",happiness,310,7,0,inform,"Mmmm, sounds like risky business. Good luck.",happiness,happiness,8,True
Is there anything I can do for you?,calm_neutral,2431,0,0,question,Is there anything I can do for you?,no emotion,calm_neutral,11,False
What's the way you keep in contact?,calm_neutral,496,2,1,question,What is the way you keep in contact?,no emotion,calm_neutral,11,False
"Sorry, but do not worry. I think I can fix it. Just cut a little more off the temple.",depression,1928,12,1,inform,"Sorry, but do not worry. I think I can fix it. Just cut a little more off the temple.",sadness,depression,0,False
That's all right. But why were you so rude to me at lunch?,anger,2514,2,0,question,That is all right. But why were you so rude to me at lunch?,anger,anger,3,False
I'm worried that everything will be chaotic!,anxiety,658,3,1,inform,I am worried that everything will be chaotic!,fear,anxiety,1,False
I have the same idea as you.,calm_neutral,1317,13,0,commissive,I have the same idea as you.,no emotion,calm_neutral,11,False
"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",excitement,156,7,0,question,"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",surprise,excitement,10,False
You should not have criticize your son in front of his friends.,calm_neutral,1968,0,0,inform,You should not have criticize your son in front of his friends.,no emotion,calm_neutral,11,False
I don't think that you're done.,anger,1520,4,1,inform,I do not think that you are done.,anger,anger,3,False
"Well, my girlfriend was supposed to call me last night, but she never did.",anger,587,4,0,inform,"Well, my girlfriend was supposed to call me last night, but she never did.",anger,anger,3,False
OK. Thank you very much.,happiness,2350,10,0,inform,"Lately, ok. thank you very much.",happiness,happiness,8,True
"If boys grow up with computer games, they will surely become bad.",anger,2207,4,0,inform,"If boys grow up with computer games, they will surely become bad.",disgust,anger,3,False
I try to keep it to myself. But there is a lot of gossip about us.,depression,458,9,1,inform,I try to keep it to myself. But there is a lot of gossip about us.,sadness,depression,0,False
Turn on the radio? What for?,excitement,2536,5,1,question,I really feel turn on the radio? what for?,surprise,excitement,10,True
"Oh, I'm so sorry. May I ask what you ordered again?",depression,2325,3,0,directive,"Oh, I am so sorry. May I ask what you ordered again?",sadness,depression,0,False
"Oh, really? so you just took home a stray cat?",excitement,160,11,0,question,"Oh, really? so you just took home a stray cat?",surprise,excitement,10,False
Umm.. Tell the waiter what you want when it's your turn.,calm_neutral,72,7,0,directive,Umm.. Tell the waiter what you want when it is your turn.,no emotion,calm_neutral,11,False
May I ask you for a dance?,happiness,1630,3,0,directive,May I ask you for a dance?,happiness,happiness,8,False
What a heavy snow! Look! The water is frozen.,happiness,2180,5,0,inform,What a heavy snow! Look! The water is frozen.,happiness,happiness,8,False
"Hello, I'm sorry umm it's been such a long time. I've been away on business. I'd like to discount this.",calm_neutral,331,1,0,directive,"Hello, I am sorry umm it is been such a long time. I have been away on business. I would like to discount this.",no emotion,calm_neutral,11,False
Really? what is it?,excitement,2150,11,1,question,Really? what is it?,surprise,excitement,10,False
But she means a lot to me.,depression,2030,7,0,commissive,But she means a lot to me.,sadness,depression,0,False
"There have been so many dry winters lately and that's about time, don't you think?",happiness,1206,4,0,question,"There have been so many dry winters lately and that is about time, do not you think?",happiness,happiness,8,False
"No, I'm afraid we'll have to cancel the order. I'm not sure whether it agrees with me.",depression,20,1,1,inform,"No, I am afraid we will have to cancel the order. I am not sure whether it agrees with me.",sadness,depression,0,False
I was late for work because of them.,anger,1032,6,1,inform,I was late for work because of them.,anger,anger,3,False
I think you're right. Alright. Gotta go to class. Thanks for the cigarette. I'll talk to you later.,happiness,170,12,1,inform,I think you are right. Alright. Got To go to class. Thanks for the cigarette. I will talk to you later.,happiness,happiness,8,False
"Oh, that's too bad. Should I call a doctor ?",depression,883,2,0,question,"Oh, that is too bad. Should I call a doctor ?",sadness,depression,0,False
I think you're right. Thank you.,happiness,282,8,0,inform,I think you are right. Thank you.,happiness,happiness,8,False
"Yes, me too. I think I’ve lost some important clients recently because of this train!",anger,560,3,1,inform,"Yes, me too. I think I have lost some important clients recently because of this train!",anger,anger,3,False
"Really? Me, too. I work for an accountancy company, T&D. Maybe you've heard of them.",excitement,859,5,1,inform,"Lately, really? me, too. i work for an accountancy company, t&d. maybe you have heard of them.",surprise,excitement,10,True
"I'll give you five more minutes, then I'm going on without you!",anger,704,6,0,directive,"I will give you five more minutes, then I am going on without you!",anger,anger,3,False
"Hey Rachael, what's up? How is your day?",calm_neutral,1422,0,0,question,"Hey Rachael, what is up? How is your day?",no emotion,calm_neutral,11,False
"You know, it's OK for a girl to forget these "" big days "", but for a guy, to do that is unforgivable.",anger,1980,7,1,inform,"You know, it is OK for a girl to forget these "" big days "", but for a guy, to do that is unforgivable.",anger,anger,3,False
I just lost my job. My boss just told me.,depression,2287,1,1,inform,I just lost my job. My boss just told me.,sadness,depression,0,False
"Lousy weather, isn't it?",anger,394,0,0,question,"Lousy weather, is not it?",disgust,anger,3,False
"Only sometimes when I think about it, I feel very sad.",depression,1270,3,1,inform,"Only sometimes when I think about it, I feel very sad.",sadness,depression,0,False
How could you? I reminded you just this morning.,anger,1550,2,1,question,How could you? I reminded you just this morning.,anger,anger,3,False
I'm absolutely useless at cooking!,depression,1551,3,0,inform,I am absolutely useless at cooking!,sadness,depression,0,False
"Amenities? What do you mean by amenities, sir?",calm_neutral,397,1,1,directive,"Amenities? What do you mean by amenities, sir?",no emotion,calm_neutral,11,False
"I’m sorry, Jim.",depression,2519,5,1,inform,"I am sorry, Jim.",sadness,depression,0,False
I am sorry. Mr. Doff is out right now.,depression,54,2,1,commissive,I am sorry. Mr. Doff is out right now.,sadness,depression,0,False
You mean I have the job?,excitement,1285,11,1,inform,You mean I have the job?,surprise,excitement,10,False
Really? That’s a lot of money to pay for one room.,excitement,528,5,0,inform,Really? That is a lot of money to pay for one room.,surprise,excitement,10,False
Really? Why?,excitement,1821,2,0,question,Really? Why?,surprise,excitement,10,False
"Thank you, ma'am. Hope to see you again soon.",happiness,962,5,0,inform,"Thank you, madam. Hope to see you again soon.",happiness,happiness,8,False
"No, sir. Umm, I'm sorry you can't.",depression,774,4,1,commissive,"No, sir. Umm, I am sorry you cannot.",sadness,depression,0,False
"I've got white wine, red wine, gin and tonics, ginger ale, lemonade, orange juice, and sprite.",calm_neutral,1354,8,1,inform,"I really feel i have got white wine, red wine, gin and tonics, ginger ale, lemonade, orange juice, and sprite.",no emotion,calm_neutral,11,True
"I will, sir. I'm really very sorry.",depression,756,9,1,inform,"I will, sir. I am really very sorry.",sadness,depression,0,False
"I've never been to such a dirty restaurant, and never seen such slow service.",anger,355,7,0,inform,"I have never been to such a dirty restaurant, and never seen such slow service.",anger,anger,3,False
Trust you! You can't even handle simple plane reservations!,anger,2327,11,1,commissive,Trust you! You cannot even handle simple plane reservations!,anger,anger,3,False
Sure. Do you need anything else?,calm_neutral,260,3,1,question,Sure. Do you need anything else?,no emotion,calm_neutral,11,False
No way. I will be scared out of my wits.,anxiety,1454,3,0,commissive,No way. I will be scared out of my wits.,fear,anxiety,1,False
But I doubt myself.,depression,2319,9,1,inform,"Honestly, But I doubt myself.",sadness,depression,0,True
Tell him I hope he's better soon.,happiness,125,3,1,inform,Tell him I hope he is better soon.,happiness,happiness,8,False
I'm sorry. I'll get you a new player.,depression,2432,5,0,inform,I am sorry. I will get you a new player.,sadness,depression,0,False
I can’t believe it! I thought the Cougars were going to win for sure.,anger,2222,4,0,inform,"Lately, i cannot believe it! i thought the cougars were going to win for sure.",anger,anger,3,True
Don't you have one like this in blue?,excitement,457,1,0,question,Do not you have one like this in blue?,surprise,excitement,10,False
Can I see your ticket please?,calm_neutral,2450,0,0,directive,Can I see your ticket please?,no emotion,calm_neutral,11,False
"Oh, wow! It's really him! Who is that woman he's with?",excitement,863,8,1,question,"Oh, wow! It is really him! Who is that woman he is with?",surprise,excitement,10,False
"You're having coffee, aren't you?",calm_neutral,478,0,1,question,"You are having coffee, are not you?",no emotion,calm_neutral,11,False
Thank you. See you tomorrow.,happiness,2336,15,0,inform,Thank you. See you tomorrow.,happiness,happiness,8,False
The only things I brought were some cloths and my notebook computer.,calm_neutral,1416,5,0,inform,The only things I brought were some cloths and my notebook computer.,no emotion,calm_neutral,11,False
"No, thanks. You’ve done a lot for me already. Thank you for everything.",happiness,1219,4,0,commissive,"No, thanks. You have done a lot for me already. Thank you for everything.",happiness,happiness,8,False
Why are you being so nice to me? Don't think for a second that I trust you.,anger,28,5,0,inform,Why are you being so nice to me? Do not think for a second that I trust you.,anger,anger,3,False
It's taking you forever to do my hair.,anger,1520,0,1,inform,It is taking you forever to do my hair.,anger,anger,3,False
She made another white crack about my clothes.,anger,2323,3,0,inform,She made another white crack about my clothes.,anger,anger,3,False
You can't be serious. How dare you not tell me you are going to marry her?,anger,1911,8,1,question,You cannot be serious. How dare you not tell me you are going to marry her?,anger,anger,3,False
"Oh, man! I can't believe it. A slam dunk!",excitement,2131,12,1,inform,"Oh, man! I cannot believe it. A slam dunk!",surprise,excitement,10,False
He is not answering. You'd better check his pulse and breathing.,anxiety,433,3,0,directive,He is not answering. You would better check his pulse and breathing.,fear,anxiety,1,False
"Yeah, I know, but it's too hard to do.",depression,1270,1,1,commissive,"Yeah, I know, but it is too hard to do.",sadness,depression,0,False
"I'll be there. Oh, is there a cover charge at the bar?",happiness,1500,9,1,question,"I will be there. Oh, is there a cover charge at the bar?",happiness,happiness,8,False
You did? That's great! You must be very happy now?,excitement,1844,2,1,question,You did? That is great! You must be very happy now?,surprise,excitement,10,False
"Oh, yes, I like that one, but it's too heavy.",happiness,23,4,1,commissive,"Oh, yes, I like that one, but it is too heavy.",happiness,happiness,8,False
"Oh, my god!",excitement,1891,0,0,inform,"Oh, my god!",surprise,excitement,10,False
"Yes, what would you recommend?",calm_neutral,770,1,1,question,"Yes, what would you recommend?",no emotion,calm_neutral,11,False
What a thrilling trip!,anxiety,1221,8,1,inform,I really feel what a thrilling trip!,fear,anxiety,1,True
"Yes, I ’ Ve come to inquire about a six thousand- dollar remittance from California. Has it arrived?",calm_neutral,2147,1,1,question,"Yes, I ’ Ve come to inquire about a six thousand- dollar remittance from California. Has it arrived?",no emotion,calm_neutral,11,False
Am I ever hungry? When will supper be ready?,calm_neutral,449,0,0,question,Am I ever hungry? When will supper be ready?,no emotion,calm_neutral,11,False
Not on your life! I know I'd break my leg,anxiety,1667,8,1,commissive,Not on your life! I know I would break my leg,fear,anxiety,1,False
Sorry. You can only pay in cash.,depression,479,5,0,inform,Sorry. You can only pay in cash.,sadness,depression,0,False
How do you like fox-trot?,happiness,422,6,0,question,How do you like fox-trot?,happiness,happiness,8,False
You mean you haven’t arranged any car?,excitement,909,6,1,question,You mean you have not arranged any car?. This has been going on for a while,surprise,excitement,10,True
Wonderful. Just e-mail me the time and date and I'll be there.,happiness,928,9,0,inform,Wonderful. Just e-mail me the time and date and I will be there.,happiness,happiness,8,False
"Well. It's not all my fault, Anna...",depression,1936,11,0,inform,"Well. It is not all my fault, Anna...",sadness,depression,0,False
"Well, I just saw a horror movie last night. It almost frightened me to death.",anxiety,1902,1,0,commissive,"Well, I just saw a horror movie last night. It almost frightened me to death.",fear,anxiety,1,False
"Yes, and the food was horrible!",anger,2238,4,0,inform,"Yes, and the food was horrible!",disgust,anger,3,False
It's OK. Don't worry about it. Our school coach will train us to play basketball.,calm_neutral,689,4,1,directive,It is OK. Do not worry about it. Our school coach will train us to play basketball.,no emotion,calm_neutral,11,False
"Umm, spread some jam, please.",calm_neutral,1369,2,1,inform,"Umm, spread some jam, please.",no emotion,calm_neutral,11,False
So are you enjoying your new job?,happiness,1421,6,0,question,So are you enjoying your new job?,happiness,happiness,8,False
Sure. So what about you? Do you have any hobbies?,happiness,1519,5,1,question,Sure. So what about you? Do you have any hobbies?,happiness,happiness,8,False
Really? I think that's impossible!,excitement,1358,2,1,question,Really? I think that is impossible!,surprise,excitement,10,False
"No, not now. I have found a part-time job.So perhaps I can help my family to come over the difficulties.",depression,965,5,0,inform,"No, not now. I have found a part-time job.So perhaps I can help my family to come over the difficulties.",sadness,depression,0,False
"I want to try the local specialty. Umm, can you recommend me some?",calm_neutral,1225,2,1,directive,"I want to try the local specialty. Umm, can you recommend me some?",no emotion,calm_neutral,11,False
Really? How much does it cost to fly to Rome?,excitement,1156,13,0,question,Really? How much does it cost to fly to Rome?,surprise,excitement,10,False
"I'm sorry, but the price is final.",depression,657,11,0,inform,"I am sorry, but the price is final.",sadness,depression,0,False
"Oh, my god. I am so heavy now. I gain ten kilos.",excitement,1163,0,1,inform,"Oh, my god. I am so heavy now. I gain ten kilos.",surprise,excitement,10,False
There will be a parents' meeting in our class this Saturday and I am worried about it.,depression,440,1,1,inform,There will be a parents' meeting in our class this Saturday and I am worried about it.,sadness,depression,0,False
I'm sorry. These batteries are not on sale.,depression,2461,1,1,inform,I am sorry. These batteries are not on sale. and it's affecting me deeply,sadness,depression,0,True
I'm afraid I can't.,depression,1686,1,1,commissive,I am afraid I cannot.,sadness,depression,0,False
I just broke up with a girl. Why didn't she understand that I loved her?,depression,1758,1,0,question,"Lately, i just broke up with a girl. why did not she understand that i loved her?",sadness,depression,0,True
"Ur, it stinks!",anger,550,7,1,inform,"You Are, it stinks!",disgust,anger,3,False
And why are you yarning now? Are you bored?,anger,2514,4,0,question,And why are you yarning now? Are you bored?,anger,anger,3,False
"Really, I went to Munich last week.",excitement,1036,4,0,inform,"Really, I went to Munich last week.",surprise,excitement,10,False
Yes. It should be the fragrance of plum blossoms.,happiness,2252,9,0,inform,Yes. It should be the fragrance of plum blossoms.,happiness,happiness,8,False
I'm afraid I don't know how to use your camera.,calm_neutral,2017,3,0,inform,I am afraid I do not know how to use your camera.,no emotion,calm_neutral,11,False
"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He isn't breathing and doesn't have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",anxiety,433,5,0,commissive,"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He is not breathing and does not have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",fear,anxiety,1,False
Really? You are joking?,excitement,543,1,1,question,Really? You are joking?,surprise,excitement,10,False
Brings back memories?,calm_neutral,648,5,1,question,Brings back memories?,no emotion,calm_neutral,11,False
Can we have dinner together sometime this weekend?,happiness,1883,0,0,directive,Can we have dinner together sometime this weekend?,happiness,happiness,8,False
"Let's go to the theater and buy two tickets now, shall we?",happiness,1861,9,1,directive,"Let us go to the theater and buy two tickets now, shall we?",happiness,happiness,8,False
I know what you mean. What can I get for you?,calm_neutral,464,2,1,directive,"Lately, i know what you mean. what can i get for you?",no emotion,calm_neutral,11,True
It gives me a lot of pressure and I feel depressed.,depression,458,13,1,inform,It gives me a lot of pressure and I feel depressed. and it's affecting me deeply,sadness,depression,0,True
"Yes, he used to be. But now he’s drifting off track.",anger,829,3,0,inform,"Yes, he used to be. But now he is drifting off track.",anger,anger,3,False
Not anymore! Can you believe it? Umm they've decided that Pluto is not a planet anymore!,excitement,880,4,0,question,Not anymore! Can you believe it? Umm they have decided that Pluto is not a planet anymore!,surprise,excitement,10,False
I don't know. But this is definitely the last straw.,depression,1970,8,0,inform,I do not know. But this is definitely the last straw.,sadness,depression,0,False
Most women follow fashion like sheep.They don't know any better than imitate.,happiness,1181,10,0,inform,Most women follow fashion like sheep.They do not know any better than imitate.,happiness,happiness,8,False
"Oh, this one is perfect.",anger,517,9,0,commissive,"Oh, this one is perfect.",anger,anger,3,False
"Fifteen thousand Yuan, including water, but electricity and gas.",calm_neutral,1597,6,0,inform,"Fifteen thousand Yuan, including water, but electricity and gas.",no emotion,calm_neutral,11,False
Fifty dollars. That's too much.,excitement,1066,6,0,inform,Fifty dollars. That is too much.,surprise,excitement,10,False
Really? Umm I thought that they'd been killing us by now.,excitement,1951,6,0,inform,Really? Umm I thought that they would been killing us by now.,surprise,excitement,10,False
What? But it is my favorite piece of clothing.,excitement,548,2,1,question,What? But it is my favorite piece of clothing.,surprise,excitement,10,False
Umm I have made a reservation for my breakfast last night. But I still haven't got it. I am so hungry now.,anger,1696,2,0,directive,Umm I have made a reservation for my breakfast last night. But I still have not got it. I am so hungry now.,anger,anger,3,False
Do you have your library card?,calm_neutral,754,2,0,directive,Do you have your library card?,no emotion,calm_neutral,11,False
"No, there is plenty of gas. I filled it up yesterday.",calm_neutral,1686,7,1,inform,"No, there is plenty of gas. I filled it up yesterday.. This has been going on for a while",no emotion,calm_neutral,11,True
I really don't think it's any of your business.,anger,1542,6,0,directive,"Lately, i really do not think it is any of your business.",anger,anger,3,True
Small please.,happiness,2425,7,0,directive,Small please.,happiness,happiness,8,False
Of course. How about Toby? Should we call him?,calm_neutral,603,10,1,question,Of course. How about Toby? Should we call him?,no emotion,calm_neutral,11,False
"Yes, I think so. That would be more than I have wished.",calm_neutral,629,3,0,inform,"Yes, I think so. That would be more than I have wished.",no emotion,calm_neutral,11,False
How do you know?,happiness,1011,11,0,question,How do you know?,happiness,happiness,8,False
I just cann't believe my ears!,excitement,1979,4,0,inform,I just cann't believe my ears!,surprise,excitement,10,False
"I said that, didn't I? But I just don't know what to do with it.",calm_neutral,2157,2,0,question,"I said that, did not I? But I just do not know what to do with it.",no emotion,calm_neutral,11,False
"But it will be expensive to have a car in the city, won't it?",anger,1543,6,1,question,"But it will be expensive to have a car in the city, will not it?",anger,anger,3,False
